Location,Date,Morning,Afternoon,Night,Summary,SummaryWhen,MinTemp,MaxTemp,
Bentong,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bentong,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bentong,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Kuala Langat,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Kuala Langat,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Kuala Langat,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Kuala Langat,18/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,34,
Kuala Langat,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Kuala Langat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kuala Langat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Temerloh,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Temerloh,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Temerloh,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Temerloh,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Temerloh,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Temerloh,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Temerloh,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Putrajaya,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Putrajaya,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Putrajaya,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Putrajaya,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Putrajaya,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Putrajaya,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Putrajaya,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Hulu Langat,21/10/2025,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,22,34,
Hulu Langat,20/10/2025,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Hujan di beberapa tempat,Malam,22,34,
Hulu Langat,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,34,
Hulu Langat,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,34,
Hulu Langat,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Hulu Langat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Hulu Langat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Sepang,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sepang,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Sepang,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Sepang,18/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Sepang,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Sepang,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Sepang,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,33,
Kemaman,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,33,
Kemaman,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,33,
Kemaman,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,33,
Kemaman,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,33,
Kemaman,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,22,33,
Kemaman,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Kemaman,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Maran,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Maran,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Maran,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Maran,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Maran,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Maran,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Maran,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Jelebu,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Jelebu,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Jelebu,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Jelebu,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,34,
Jelebu,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Jelebu,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Jelebu,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Seremban,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Seremban,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Seremban,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Seremban,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Seremban,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Seremban,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,32,
Seremban,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kuantan,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Kuantan,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Port Dickson,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Port Dickson,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,34,
Port Dickson,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,34,
Port Dickson,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,34,
Port Dickson,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Port Dickson,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,32,
Port Dickson,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Bera,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Bera,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Kuala Pilah,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Kuala Pilah,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Kuala Pilah,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Kuala Pilah,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,34,
Kuala Pilah,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Kuala Pilah,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Kuala Pilah,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Rembau,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Rembau,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Rembau,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,34,
Rembau,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,34,
Rembau,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Rembau,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Rembau,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Jempol,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Jempol,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Jempol,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Jempol,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Jempol,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Jempol,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,32,
Jempol,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Alor Gajah,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Alor Gajah,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Alor Gajah,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,33,
Alor Gajah,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Alor Gajah,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Alor Gajah,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,32,
Alor Gajah,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Pekan,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,33,
Pekan,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,
Tampin,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Tampin,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Tampin,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Tampin,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Tampin,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Tampin,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,33,
Tampin,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Melaka Tengah,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Melaka Tengah,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,33,
Melaka Tengah,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,33,
Melaka Tengah,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,
Melaka Tengah,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Melaka Tengah,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,23,32,
Melaka Tengah,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Jasin,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Jasin,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,22,33,
Jasin,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,22,33,
Jasin,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,33,
Jasin,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Jasin,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Petang,22,32,
Jasin,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,22,32,
Rompin,21/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Rompin,20/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Rompin,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Rompin,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Rompin,17/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Rompin,16/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,
Rompin,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,
Tangkak,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Tangkak,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Tangkak,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,32,
Tangkak,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Tangkak,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Tangkak,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Tangkak,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Segamat,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,
Segamat,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,
Segamat,19/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,
Segamat,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,
Segamat,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Segamat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Segamat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Muar,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Muar,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Muar,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,32,
Muar,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Muar,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Muar,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Muar,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Batu Pahat,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Batu Pahat,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Batu Pahat,19/10/2025,Hujan di beberapa tempat,Tiada hujan,Tiada hujan,Hujan di beberapa tempat,Pagi,23,32,
Batu Pahat,18/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Batu Pahat,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Batu Pahat,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Batu Pahat,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Kluang,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Kluang,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Kluang,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kluang,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kluang,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kluang,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kluang,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Mersing,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Mersing,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,32,
Mersing,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Mersing,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Mersing,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Mersing,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,32,
Mersing,15/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,
Pontian,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Pontian,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Pontian,19/10/2025,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Pontian,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Pontian,17/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Pontian,16/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Pontian,15/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,31,
Kulai,21/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Kulai,20/10/2025,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,23,32,
Kulai,19/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
Kulai,18/10/2025,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,32,
